pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
SL,2025-07-04,83.4,-1.65,5.81,"Cecconi, Slade",650402,677944,,foul,,,,,5,Foul,R,R,R,CLE,DET,S,,,0,1,2025,0.14,0.28,0.1,2.45,,,690993,0,1,Top,,,,,,,3.756462329143381,-121.5715398,-1.932421462,0.7269115575881588,21.598842534529666,-29.22885769,3.24,1.49,,,,84,2497,6.4,777249,666310,467793,682657,608070,682177,680757,657041,666134,54.15,,,,,,,,2,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard,61,0,-0.053,76.4,8,,0.053,,0,0,0.46415582842167075,0.5358441715783293,26,28,26,29,1,0,6,1,5,1,2.96,-0.14,-0.14,38.1,25.10058538776429,-22.49011375,32.913093728708006,36.16092062665578,44.232949769432715
FF,2025-07-04,96.4,-1.8,5.75,"Armstrong, Shawn",670092,542888,,ball,,,,,11,Ball,R,L,R,SD,TEX,B,,,1,2,2025,-0.44,1.45,-0.5,4.94,,,,0,7,Bot,,,,,,,4.486342192366158,-140.2236946,0.19543891581339462,-6.881759732,35.50473006267926,-13.5250505,3.38,1.58,,,,96.4,2307,6.6,777239,543309,669394,543760,669701,608369,696030,694497,666969,53.91,,,,,,,,56,4,4-Seam Fastball,2,2,2,2,2,2,2,2,Infield shade,Standard,207,-0.002,0.043,,,,-0.043,,0,0,0.5882245689563982,0.5882245689563982,34,29,35,30,1,2,4,2,1,1,1.03,0.44,-0.44,42.7,,,,,
SL,2025-07-04,88.6,-1.55,5.68,"Houser, Adrian",671289,605288,,swinging_strike,,,,,14,Swinging Strike,R,R,R,COL,CWS,S,,,2,1,2025,0.37,0.45,1.73,1.67,,,,0,1,Bot,,,,,,,7.337703270894358,-128.955099,-4.786561638,2.757269933164356,23.84109621402008,-26.42102247,3.28,1.58,,,,90,2475,6.9,777243,700337,678246,805367,668942,695657,572191,681460,643565,53.59,,,,,,,,4,4,Slider,0,0,0,0,0,0,0,0,Standard,Standard,189,-0.001,-0.073,69.5,7.7,,0.073,,0,0,0.5481093573629149,0.5481093573629149,32,26,32,26,1,0,6,1,5,1,2.43,-0.37,-0.37,37,5.96647149,6.757641899953063,30.09699566446082,56.99610433309917,23.156423086048598
CH,2025-07-04,83.6,-2.47,6.45,"Mikolas, Miles",663656,571945,,ball,,,,,11,Ball,R,L,R,CHC,STL,B,,,0,0,2025,-1.11,0.44,-2.02,2.8,,,,1,1,Bot,,,,,,,3.2435733947079957,-121.7565534,-2.871983558,-11.71136802,23.379586652769273,-27.45291179,3.51,1.68,,,,83.7,1554,6.3,777246,686780,575929,680977,571448,691026,663457,687363,676475,54.24,,,,,,,,5,1,Changeup,0,0,0,0,0,0,0,0,Infield shade,Standard,234,0,0.039,,,,-0.039,,0,0,0.5262814372791581,0.5262814372791581,36,28,37,28,1,0,6,1,6,1,2.81,1.11,-1.11,39.4,,,,,
SL,2025-07-04,82.8,0.55,6.41,"Ashby, Aaron",681393,676879,,ball,,,,,12,Ball,R,R,L,MIA,MIL,B,,,1,2,2025,-1.01,-0.61,1.85,3.46,,669065,676572,2,5,Bot,,,,,,,4.830917207618395,-120.4426037,0.9475989783567382,-10.78766579,24.873891092588018,-38.50609166,3.16,1.59,,,,80.9,2652,5.2,777254,661388,641343,668930,702332,687401,686555,694192,686217,55.33,,,,,,,,47,4,Slider,5,5,5,5,5,5,5,5,Standard,Standard,334,-0.001,0.012,,,,-0.012,,0,0,0.5586803493882398,0.5586803493882398,27,25,27,25,1,2,2,1,3,1,3.95,-1.01,1.01,43.8,,,,,
FF,2025-07-04,97.6,-1.92,5.69,"Vest, Will",681807,676684,,called_strike,,,,,4,Called Strike,R,R,R,CLE,DET,S,,,3,0,2025,-0.38,1.22,-0.44,2.44,467793,,666134,2,8,Bot,,,,,,,4.872480315425535,-142.0080353,-6.094714796,-6.203065938,31.32762446742603,-14.52963743,3.61,1.6,,,,98.4,2194,6.6,777249,693307,679529,650402,656716,700242,663837,678009,672761,53.86,,,,,,,,66,4,4-Seam Fastball,1,2,1,2,2,1,1,2,Standard,Standard,204,-0.009,-0.045,,,,0.045,,-1,-1,0.307467929,0.307467929,30,29,30,30,1,0,1,1,3,1,1.17,0.38,0.38,55.3,,,,,
SL,2025-07-04,89.2,-2.18,6.06,"Green, Chad",687263,643338,,ball,,,,,14,Ball,R,R,R,TOR,LAA,B,,,2,1,2025,0.12,0.23,0.85,0.89,,621028,,0,10,Top,,,,,,,7.22611364,-129.6132759,-7.146582452,-0.231409747,27.751903615424304,-28.23232199,3.26,1.53,,,,89.3,2248,6.5,777242,623168,695238,677870,676391,666182,664770,664702,680718,54.02,,,,,,,,69,4,Slider,3,3,3,3,3,3,3,3,Infield shade,Standard,190,0,0.115,,,,-0.115,,0,0,0.5000000000000001,0.4999999999999999,34,24,34,24,1,4,1,1,3,1,2.65,-0.12,-0.12,47.2,,,,,
SL,2025-07-04,80.9,1.34,4.86,"Sears, JP",642715,676664,,called_strike,,,,,8,Called Strike,R,R,L,ATH,SF,S,,,0,0,2025,-0.24,0.73,-0.07,2.17,,,,1,1,Top,,,,,,,-2.681928615,-117.8047285,-0.746568745,-1.723179364,22.28772091719287,-25.43110328,3.52,1.74,,,,80.9,2388,6.3,777244,669127,701762,680869,691777,805779,691016,672016,671732,54.23,,,,,,,,2,1,Slider,0,0,0,0,0,0,0,0,Infield shade,Standard,271,0,-0.039,,,,0.039,,0,0,0.5219503847176113,0.47804961528238865,29,29,29,30,1,0,6,1,6,1,2.74,-0.24,0.24,21.6,,,,,
FF,2025-07-04,97.4,-1.36,5.82,"Pagán, Emilio",592663,641941,,foul,,,,,6,Foul,R,R,R,PHI,CIN,S,,,0,0,2025,-0.51,1.53,0.31,2.54,,,,1,9,Bot,,,,,,,5.742964932377741,-141.6383348,-6.857948753,-8.254310187,34.19683978052118,-10.23751025,3.69,1.74,259,78.6,35,98.5,2579,7.1,777255,663886,668715,669289,682622,682829,669720,670770,666181,53.44,,,,,,,,83,1,4-Seam Fastball,6,9,6,9,9,6,6,9,Standard,Standard,210,-0.001,-0.039,73.2,7.1,,0.039,88,-3,-3,0.018365102506683644,0.018365102506683644,34,34,34,34,1,4,2,2,5,1,0.89,0.51,0.51,43.7,3.0879731611064094,13.154738664180126,35.06982705290289,40.62654029775203,20.317457019413855
FC,2025-07-04,87.7,-0.46,5.95,"Lazar, Max",669720,676661,,ball,,,,,14,Ball,R,R,R,PHI,CIN,B,,,0,0,2025,0.25,0.29,1.16,1.5,,,,1,9,Top,,,,,,,3.444497480394435,-127.7243485,-5.306201741,2.0686001519168267,25.655345126071893,-28.17672203,3.13,1.34,,,,88.8,2409,6.9,777255,592663,547180,681082,664761,607208,805249,669016,592206,53.64,,,,,,,,80,1,Cutter,6,9,9,6,9,6,9,6,Standard,Standard,159,-0.004,0.039,,,,-0.039,,-3,3,0.037910848069441845,0.9620891519305581,26,29,26,30,1,4,2,2,3,1,2.67,-0.25,-0.25,50.9,,,,,
FF,2025-07-04,96.1,-0.54,6.39,"Casparius, Ben",676694,676508,,ball,,,,,11,Ball,R,R,R,LAD,HOU,B,,,0,2,2025,-0.23,1.38,-0.5,4.96,,,,0,1,Top,,,,,,,0.6301517156995882,-139.9506285,-1.312238841,-3.171551582,31.83308223393169,-13.97249221,3.53,1.55,,,,94.8,2384,5.5,777235,669257,518692,669242,571771,605141,624424,681624,606192,54.99,,,,,,,,2,3,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,205,-0.005,0.024,,,,-0.024,,-1,1,0.40364969190880795,0.596350308,26,29,26,29,1,0,6,1,5,1,1.09,0.23,0.23,43.8,,,,,
SL,2025-07-04,80.4,2.13,6.54,"Chafin, Andrew",677800,605177,,ball,,,,,13,Ball,R,L,L,WSH,BOS,B,,,1,2,2025,0.1,-0.09,-0.44,0.3,,,,0,6,Top,,,,,,,-5.8736819,-116.8810373,-7.017364242,1.9532017642249748,21.417020625667554,-31.84823769,3.39,1.53,,,,80.6,2541,6.4,777245,660688,663993,671277,691781,682928,695578,696285,695734,54.06,,,,,,,,50,4,Slider,0,9,9,0,9,0,9,0,Strategic,Standard,354,-0.001,0.043,,,,-0.043,,-9,9,0.004204328,0.9957956715395909,35,26,35,26,1,3,26,2,2,3,3.61,0.1,0.1,54.4,,,,,
SL,2025-07-04,88.3,3.45,5.64,"Garcia, Robert",650333,676395,,blocked_ball,,,,,13,Ball In Dirt,R,L,L,SD,TEX,B,,,1,2,2025,-0.42,0.06,-0.13,0.65,,701538,592518,0,10,Bot,,,,,,,-7.890745496,-128.2732614,-6.201437658,-2.927612407,26.88417533826986,-30.38679079,3.23,1.51,,,,88.7,2528,6.7,777239,543309,677649,543760,669701,608369,696030,664059,666969,53.84,,,,,,,,81,4,Slider,2,2,2,2,2,2,2,2,Standard,Standard,206,-0.006,0.058,,,,-0.058,,0,0,0.8106283029947151,0.8106283029947151,29,28,29,28,1,4,4,2,1,1,2.88,-0.42,-0.42,28.6,,,,,
EP,2025-07-04,40.1,-0.76,7.04,"Rojas, Miguel",673237,500743,,ball,,,,,12,Ball,R,R,R,LAD,HOU,B,,,0,0,2025,-0.12,1.81,1.18,4.54,,,,2,9,Top,,,,,,,2.1471193763335115,-57.44848958,8.79732939,-0.450512669,5.185189405551176,-29.16970828,3.46,1.43,,,,38.3,1107,4.5,777235,669257,687221,669242,571771,808975,624424,681624,665923,56,,,,,,,,87,1,Eephus,1,18,18,1,18,1,18,1,Infield shade,Standard,196,0.001,0.037,,,,-0.037,,-17,17,0,1,36,26,36,27,1,5,6,1,,1,12.78,0.12,0.12,53.3,,,,,
SL,2025-07-04,82.1,-3.48,4.96,"Walker, Ryan",680474,676254,,called_strike,,,,,4,Called Strike,R,R,R,ATH,SF,S,,,2,1,2025,1.66,0.39,-0.37,2.43,,,,0,8,Bot,,,,,,,3.8283362980956337,-119.4525581,0.19905855410317808,14.701482719673637,27.84853105590535,-28.809769,3.34,1.51,,,,81.4,2723,6.3,777244,672275,642086,666149,689172,642727,671218,808982,682641,54.17,,,,,,,,68,4,Slider,11,1,11,1,1,11,11,1,Standard,Standard,68,-0.001,-0.073,,,,0.073,,10,10,0.9999411152674117,0.9999411152674117,29,28,30,28,1,0,5,2,3,4,3.05,-1.66,-1.66,18.4,,,,,
FS,2025-07-04,84.7,-0.79,6.16,"Littell, Zack",621439,641793,,foul,,,,,5,Foul,R,R,R,MIN,TB,S,,,1,2,2025,-1.15,0.45,0.26,2.58,,,,0,1,Bot,,,,,,,4.7090148478467055,-123.1717406,-2.851233409,-12.69289164,25.791629317563256,-27.26369723,3.4,1.51,348,99.8,39,84,1532,6,777247,643376,666018,664040,691406,673490,663968,802415,666139,54.53,,,,,,,,4,4,Split-Finger,0,0,0,0,0,0,0,0,Infield shade,Standard,240,-0.001,0,74.4,8.3,,0,99.8,0,0,0.5481093573629149,0.5481093573629149,29,31,30,32,1,0,6,1,5,1,2.75,1.15,1.15,35.3,34.34375600707589,-15.06550209,30.356001628636253,38.228923665512994,38.16597565689861
FF,2025-07-04,96.3,-1.63,5.86,"Strider, Spencer",676059,675911,,swinging_strike,,,,,3,Swinging Strike,R,R,R,ATL,BAL,S,,,0,0,2025,-0.56,1.3,0.39,3.12,,,,1,1,Top,,,,,,,6.735420665915723,-140.0575464,-4.705870768,-8.876814653,31.682149996796355,-14.13247721,3.59,1.7,,,,97.6,2259,7.1,777252,686948,621566,645277,663586,669397,595777,671739,660670,53.43,,,,,,,,2,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,210,0,-0.039,69.3,5.8,,0.039,,0,0,0.5219503847176113,0.47804961528238865,26,26,27,26,1,0,5,7,6,1,1.16,0.56,0.56,43.4,2.795125599275974,30.811518939044248,28.199472441475553,46.08669167522423,13.693222025536896
FF,2025-07-04,95.2,-1.58,5.58,"Weaver, Luke",624413,596133,,ball,,,,,12,Ball,R,R,R,NYM,NYY,B,,,2,1,2025,-0.73,1.62,0.94,3.41,,,,2,7,Bot,,,,,,,8.190070505800621,-138.2763372,-3.585187432,-11.31139124,34.905770882216004,-10.91725843,3.69,1.79,,,,94.1,2517,6.1,777250,641555,502671,518934,665862,683011,691176,641355,592450,54.43,,,,,,,,61,4,4-Seam Fastball,4,5,4,5,5,4,4,5,Strategic,Standard,202,-0.009,0.117,,,,-0.117,,-1,-1,0.2793239742080699,0.2793239742080699,31,30,32,31,1,3,1,1,5,1,0.93,0.73,0.73,46.2,,,,,
SL,2025-07-04,90.3,-1.46,6.4,"Fermin, José",666182,820862,single,hit_into_play,,,,,14,Bo Bichette singles on a ground ball to left fielder Taylor Ward. Leo Jiménez scores. George Springer to 3rd.,R,R,R,TOR,LAA,X,7,ground_ball,1,2,2025,-0.01,0.14,0.33,1.5,677870,,543807,1,6,Bot,82.06,127.44,,,,,4.452519002417215,-131.2482195,-6.403829342,-1.189245927,32.55670396621724,-29.21573612,3.75,1.76,135,89.8,8,88.9,2715,5.9,777242,681351,694384,677060,650859,687263,621493,666176,672569,54.59,0.511,0.464,0.9,1,1,0,4,41,5,Slider,1,0,1,0,0,2,2,0,Standard,Standard,240,0.086,0.567,72.9,8.1,0.561,-0.567,89.8,1,1,0.8042357108705424,0.8042357108705424,23,27,24,27,1,2,3,1,1,1,2.7,0.01,0.01,48.5,7.008703733152714,-11.05046233,37.26452734174475,37.30802690423939,30.87105514665889
FF,2025-07-04,94,-1.27,6.02,"Mejia, Juan",668942,675848,,swinging_strike,,,,,1,Swinging Strike,R,L,R,COL,CWS,S,,,2,1,2025,-0.32,0.97,-0.55,3.19,,,572191,2,6,Top,,,,,,,2.5601508031566236,-137.056752,-3.845184101,-4.505166233,25.701859666592348,-19.32096371,3.52,1.67,,,,94.8,2573,6.3,777243,696100,669911,642731,641857,690022,687597,666160,671289,54.21,,,,,,,,47,4,4-Seam Fastball,2,3,3,2,3,2,3,2,Standard,Standard,199,-0.009,-0.093,67.8,7.3,,0.093,,-1,1,0.37012423132962263,0.6298757686703773,24,31,25,31,1,2,1,1,2,1,1.57,0.32,-0.32,36.8,11.96855858360482,3.921178611,28.19054309267174,45.11476224613081,20.532242931091268
FF,2025-07-04,95.7,-1.78,5.76,"Salazar, Eduardo",701350,674285,,ball,,,,,11,Ball,R,L,R,WSH,BOS,B,,,1,0,2025,-0.97,1.17,-0.47,4.17,,,,1,9,Top,,,,,,,5.710517855732065,-139.3829824,-1.275195003,-13.86370793,29.097764827372657,-16.78864591,3.64,1.7,,,,97.1,2206,6.9,777245,660688,663993,671277,691781,682928,669743,696285,695734,53.61,,,,,,,,77,2,4-Seam Fastball,1,11,11,1,11,1,11,1,Infield shade,Standard,223,0.001,0.071,,,,-0.071,,-10,10,8.71944E-05,0.9999128056053599,27,21,27,21,1,5,2,2,1,1,1.3,0.97,-0.97,44.4,,,,,
ST,2025-07-04,78.1,-2.01,3.9,"Kelly, Kevin",668904,687330,field_out,hit_into_play,,,,,8,Royce Lewis flies out sharply to center fielder Chandler Simpson.,R,R,R,MIN,TB,X,8,fly_ball,1,2,2025,1.23,0.1,0.14,2.18,,680577,,1,8,Bot,138.26,37.9,,,,,2.390271109628438,-113.75748,3.0375803138262745,10.254768988939992,20.850996134123637,-32.11358442,3.51,1.71,398,101.8,24,79.1,2581,7,777247,643376,666018,664040,691406,670764,663968,802415,666139,53.53,0.594,0.964,0,1,0,0,6,68,4,Sweeper,3,3,3,3,3,3,3,3,Standard,Standard,80,-0.075,-0.187,73.6,7.5,1.757,0.187,101.8,0,0,0.655583905,0.655583905,27,26,28,26,1,3,2,1,1,1,3.63,-1.23,-1.23,7.2,5.502094101889208,-0.909168464,27.590616963055478,37.432361593717495,28.861913263504825
KC,2025-07-04,86.2,-2.89,5.64,"Varland, Louis",691406,686973,field_out,hit_into_play,,,,,7,Junior Caminero pops out to first baseman Ty France in foul territory.,R,R,R,MIN,TB,X,3,popup,2,1,2025,0.54,-0.72,-0.37,1.74,,,,0,8,Top,150.59,196.23,,,,,4.975501325370776,-125.6688312,-1.703662255,4.900911167179068,21.39956921949067,-39.75142195,3.5,1.6,62,83.2,79,88.1,2437,7,777247,680777,664034,686797,668904,621043,664056,621439,650489,53.5,0.009,0.008,0,1,0,0,3,63,4,Knuckle Curve,3,3,3,3,3,3,3,3,Standard,Standard,38,0.046,-0.305,83.9,9,0.009,0.305,88,0,0,0.49999999999999994,0.5,27,21,28,22,1,3,2,2,2,1,3.73,-0.54,-0.54,40.1,5.5675364016071365,-13.79566225,28.81271798,33.189331349694875,41.97103661955789
FF,2025-07-04,91.1,1.67,6.02,"Lauer, Eric",694384,641778,,called_strike,,,,,4,Called Strike,R,L,L,TOR,LAA,S,,,1,0,2025,0.83,1.32,-0.44,2.57,,,,1,1,Top,,,,,,,-7.077434903,-132.4745285,-5.649747451,11.260542001350546,26.454437565318457,-15.55064294,3.48,1.66,,,,91.2,2204,6.2,777242,623168,695238,665926,676391,666182,676914,664770,680718,54.26,,,,,,,,2,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,141,0,-0.049,,,,0.049,,0,0,0.5219503847176113,0.47804961528238865,30,23,30,23,1,0,5,1,5,1,1.41,0.83,0.83,46.9,,,,,
CH,2025-07-04,85.8,-2.27,5.85,"Vásquez, Randy",669701,681190,field_out,hit_into_play,,,,,13,Josh Smith lines out to left fielder Gavin Sheets.,R,L,R,SD,TEX,X,7,line_drive,1,2,2025,-1.46,0.57,-0.24,1.25,,,,0,1,Top,69.59,79.67,,,,,7.682660003197242,-124.6889394,-5.728322081,-16.74695352,25.01675414912474,-25.28050809,3.16,1.44,327,97.9,22,85.1,1998,5.9,777239,455117,650333,630105,592518,593428,657757,701538,665487,54.6,0.317,0.417,0,1,0,0,5,1,4,Changeup,0,0,0,0,0,0,0,0,Infield shade,Standard,241,0.022,-0.189,76.1,7.3,0.671,0.189,97.9,0,0,0.49999999999167666,0.5000000000083233,26,27,27,28,1,0,6,2,6,1,2.54,1.46,-1.46,31.4,2.6585623053682172,-1.472558478,48.781129338600394,36.415197535217416,27.09092539181354
CH,2025-07-04,85,2.7,6.28,"Abbott, Andrew",607208,671096,,ball,,,,,14,Ball,R,R,L,PHI,CIN,B,,,1,2,2025,1.28,0.74,1.16,2.05,,,,0,1,Bot,,,,,,,-6.157925563,-123.6478224,-5.045015202,14.357532436949597,24.265909675444576,-23.81176594,3.49,1.72,,,,84.7,2111,6.1,777255,663886,668715,669289,682622,682829,669720,670770,677956,54.41,,,,,,,,4,4,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,131,-0.001,0.043,,,,-0.043,,0,0,0.5481093573629149,0.5481093573629149,26,32,26,32,1,0,6,2,5,1,2.42,1.28,-1.28,46.2,,,,,
SL,2025-07-04,87.4,2.72,5.74,"Morejon, Adrian",608369,670970,,foul,,,,,2,Foul,R,L,L,SD,TEX,S,,,2,1,2025,-0.24,0.07,-0.15,3.16,,669701,,0,10,Top,,,,,,,-6.380512949,-127.0941861,-0.173191139,-1.160231134,27.97766110920179,-31.59430115,3.41,1.43,211,73.7,26,86.7,2883,6,777239,553869,650333,630105,592518,593428,657757,701538,665487,54.48,,,,,,,,76,4,Slider,2,2,2,2,2,2,2,2,Infield shade,Standard,286,0,-0.081,67,5.7,,0.081,88,0,0,0.5000000000000001,0.4999999999999999,26,31,26,31,1,4,2,2,2,1,2.93,-0.24,-0.24,35.6,7.484859432,23.71507571459151,25.606510891239708,37.90895513,17.28950866363875
FF,2025-07-04,94.3,-1.68,4.49,"Uceta, Edwin",668904,670955,,foul,,,,,1,Foul,R,R,R,MIN,TB,S,,,1,1,2025,-0.67,0.87,-0.47,3.01,,,670242,0,7,Bot,,,,,,,4.653627832601277,-137.3704591,-0.122574113,-9.545415957,29.41517821722418,-21.26412114,3.51,1.71,142,77.4,70,94.3,2471,6.2,777247,643376,666018,664040,691406,670764,663968,802415,666139,54.32,,,,,,,,56,3,4-Seam Fastball,1,3,1,3,3,1,1,3,Standard,Standard,228,-0.014,-0.07,71.6,7.1,,0.07,88,-2,-2,0.2901533621274293,0.2901533621274293,27,26,27,26,1,2,2,1,1,1,1.68,0.67,0.67,13.2,-0.778923568,-0.388734086,25.137791397151886,31.96716992495731,21.772200536296374
SL,2025-07-04,84.7,-1.14,5.76,"Whitlock, Garrett",663993,676477,single,hit_into_play,,,,,6,Nathaniel Lowe singles on a line drive to right fielder Wilyer Abreu.,R,L,R,WSH,BOS,X,9,line_drive,1,2,2025,0.69,-0.52,0.58,2.44,,,,0,9,Bot,185.31,138.79,,,,,2.697592843,-123.4609839,-0.402778288,6.536441019566167,23.444556171423486,-37.67608904,3.44,1.49,174,76,18,86.4,2008,7.2,777245,665966,647351,666152,691785,596115,681987,678882,677800,53.32,0.949,0.873,0.9,1,1,0,4,80,4,Slider,1,11,1,11,11,1,1,11,Infield shade,Standard,45,0.001,0.508,80,7.5,1.018,-0.508,88,-10,-10,0.000100952,0.000100952,29,29,29,30,1,3,5,1,2,1,3.68,-0.69,0.69,43.7,12.888712250182198,-11.67365272,32.835354906829686,28.435984934459547,35.84239146520198
SL,2025-07-04,88.5,1.41,5.9,"Dreyer, Jack",676694,676263,field_out,hit_into_play,,,,,5,"Jake Meyers grounds out sharply, third baseman Enrique Hernández to first baseman Freddie Freeman.",R,R,L,LAD,HOU,X,5,ground_ball,1,0,2025,-0.26,0.47,0.09,2.85,,,,1,4,Top,93.24,153.27,,,,,-2.704663782,-128.9847493,-2.424307618,-2.373491502,23.899547595334198,-26.66143873,3.45,1.67,25,101.4,-5,89.6,2402,6.7,777235,669257,518692,669242,571771,605141,624424,681624,606192,53.84,0.346,0.349,0,1,0,0,2,34,2,Slider,1,6,6,1,6,1,6,1,Standard,Standard,163,-0.004,-0.293,71.3,7.1,0.381,0.293,101.4,-5,5,0.085303785,0.9146962154691936,26,29,26,29,1,2,3,1,3,1,2.41,-0.26,0.26,57.1,1.7124755619586818,-15.46556147,29.698246166625207,38.338466814093806,33.356641600113264
FF,2025-07-04,93.1,-2.1,5.29,"Festa, Matt",690993,670036,,called_strike,,,,,1,Called Strike,R,L,R,CLE,DET,S,,,0,0,2025,0.03,0.89,-0.33,3.09,,,693307,0,7,Top,,,,,,,4.5124319863097915,-135.5777175,-1.893967791,-0.547970851,28.106751757924556,-20.95097584,3.43,1.53,,,,93.7,2527,6.5,777249,666310,467793,682657,608070,682177,680757,666134,671286,54.04,,,,,,,,53,1,4-Seam Fastball,1,2,2,1,2,1,2,1,Infield shade,Standard,189,-0.007,-0.043,,,,0.043,,-1,1,0.270196536,0.729803464,32,23,32,24,1,3,3,1,3,2,1.72,-0.03,0.03,39.1,,,,,
CH,2025-07-04,83.6,-1.51,5.38,"Alexander, Jason",669242,669920,,ball,,,,,14,Ball,R,L,R,LAD,HOU,B,,,1,2,2025,-1.53,0.38,1.64,0.7,,,,0,7,Bot,,,,,,,10.310944592159327,-121.2195453,-5.10655727,-17.1280188,23.19697449894749,-27.55591411,3.42,1.46,,,,83.9,1968,6.6,777235,605170,572233,694376,670623,670097,669450,643289,701358,53.87,,,,,,,,72,4,Changeup,1,18,1,18,18,1,1,18,Infield shade,Standard,264,0.001,0.043,,,,-0.043,,-17,-17,4.36037E-06,4.36037E-06,32,30,32,30,1,2,17,1,20,1,2.9,1.53,-1.53,21.7,,,,,
FF,2025-07-04,95.7,-2.64,5.97,"Hamilton, Ian",677595,641656,,foul,,,,,7,Foul,R,L,R,NYM,NYY,S,,,0,0,2025,-0.96,1.16,-0.61,2.41,,,,1,6,Bot,,,,,,,7.396811541496195,-139.1942937,-6.338546988,-14.12477268,29.947173861012207,-15.8604361,3.93,1.82,,,,94.6,2259,5.6,777250,641555,502671,518934,665862,683011,691176,641355,592450,54.92,,,,,,,,52,1,4-Seam Fastball,4,5,4,5,5,4,4,5,Infield shade,Standard,221,-0.009,-0.039,73.9,7.6,,0.039,,-1,-1,0.3564439820372856,0.3564439820372856,30,24,30,24,1,2,2,2,4,1,1.32,0.96,-0.96,37.6,-1.952184658,12.067834833029645,30.081319699612532,45.886507082702295,18.52097784251785
SI,2025-07-04,91.8,2.03,5.72,"King, John",673548,667463,field_out,hit_into_play,,,,,8,"Seiya Suzuki grounds out sharply, third baseman Thomas Saggese to first baseman Yohel Pozo.",R,R,L,CHC,STL,X,5,ground_ball,1,0,2025,1.15,0.25,-0.18,1.72,,,,1,7,Bot,91.13,153.69,,,,,-8.00998615,-133.4698885,-4.791913269,15.440984203423792,26.62388271627426,-28.4274729,3.21,1.43,11,104.9,-9,91.4,2263,5.9,777246,686780,650968,665877,695336,691026,663457,687363,676475,54.57,0.286,0.277,0,1,0,0,2,55,2,Sinker,8,1,8,1,1,8,8,1,Standard,Standard,129,0.001,-0.293,78.1,7.2,0.289,0.293,104.9,7,7,0.996421853,0.996421853,30,30,31,31,1,3,4,1,2,1,2.45,1.15,-1.15,28.1,3.8547916729536564,0.5281176513906629,38.24107826,34.50861724618497,34.75895520034631
FF,2025-07-04,97.2,-0.56,6.74,"Baker, Bryan",595777,641329,,ball,,,,,12,Ball,R,L,R,ATL,BAL,B,,,1,1,2025,-0.33,1.51,1.21,3.04,,,,1,8,Bot,,,,,,,5.489845682750333,-141.3364568,-7.838797927,-5.673201888,32.58116967635382,-10.35233012,3.27,1.65,,,,97.2,2352,6.3,777252,596142,656811,702616,676059,683002,681297,656775,657656,54.17,,,,,,,,63,3,4-Seam Fastball,2,3,2,3,3,2,2,3,Standard,Standard,201,-0.01,0.055,,,,-0.055,,-1,-1,0.2450571967390918,0.2450571967390918,30,32,31,32,1,3,4,1,1,1,0.91,0.33,-0.33,55.8,,,,,
